machineId,lat,lng,topbrand,total
ZPL303442B,36.1158067,-115.2987479,fanta,2148.674
ZPL303446R,40.9114043,-75.4055574,fanta,2877.718
ZPL303447M,36.1158067,-115.2987479,coke,0
ZPL303449C,34.820977,-82.279931,fanta,2405.236
ZPL303450E,29.7403459,-95.5882768,fanta,3277.548
ZPL3034524,37.5765898,-122.3467181,fanta,2077.0
ZPL303453Z,38.3874693,-122.7153437,coke,0
ZPL303455P,33.900105,-117.562134,coke,0
ZPL303456K,39.3716292,-77.4125984,drpepper,4961.691
ZPL303457F,42.4797787,-71.0217785,fanta,3015.889
ZPL303458A,48.7892822,-122.512909,coke,0
ZPL3034595,41.8911768,-88.3435137,coke,0
ZPL3034607,47.4700506,-122.3350702,fanta,2017.534
ZPL3034612,38.9011187,-77.0322246,fanta,1889.399
ZPL303462X,39.5798739,-104.9603714,coke,0
ZPL303466D,34.5392913,-82.6675655,drpepper,5281.2
ZPL303469Y,33.6268667,-111.9249095,dietcoke,3920.694
ZPL3034700,27.961765,-82.745591,coke,0
ZPL303472Q,47.7728305,-117.4031507,coke,0
ZPL303474G,35.609924,-77.39352,fanta,1952.724
ZPL303475B,33.510474,-82.028597,drpepper,4113.617
ZPL3034766,32.364747,-86.268792,fanta,4266.527
ZPL3034771,31.8087678,-85.969951,fanta,2897.957
ZPL303478W,34.68454,-82.83772,drpepper,4894.189
ZPL303479R,32.134342,-111.0021928,drpepper,5961.564
ZPL303480T,33.993979,-81.030696,drpepper,4586.651
ZPL303483E,47.7728305,-117.4031507,coke,0
ZPL3034849,36.1002283,-115.2098642,fanta,3110.827
ZPL3034854,36.2405868,-115.116459,fanta,2494.012
ZPL303488P,30.86546,-83.2853529,coke,0
ZPL303489K,30.5333286,-87.27314,drpepper,3537.815
ZPL303490M,26.1846205,-97.6801646,drpepper,7485.846
ZPL303491H,29.5570196,-95.1222406,drpepper,3812.615
ZPL303492C,32.2506908,-111.0112642,drpepper,4407.01
ZPL3034942,32.8407438,-79.8591706,drpepper,5427.466
ZPL303495X,33.4654142,-82.0805568,fanta,2472.832
ZPL303497N,39.5930615,-104.8781183,coke,0
ZPL303499D,33.446294,-86.827088,drpepper,4006.719
ZPL3035000,33.9781238,-84.2191825,fanta,2341.604
ZPL303502Q,47.7031468,-122.3257291,fanta,2050.262
ZPL303503L,36.0159192,-115.1195241,drpepper,4807.61
ZPL303504G,36.1803144,-115.3176902,coke,0
ZPL3035066,33.5077093,-86.8048617,drpepper,4815.95
ZPL303509R,28.4912532,-82.5419418,drpepper,3552.092
ZPL303510T,28.5238134,-81.5859273,drpepper,4578.989
ZPL303512J,37.3020607,-121.8652112,fanta,5390.196
ZPL3035154,32.459942,-86.424251,drpepper,5679.619
ZPL303516Z,34.855721,-82.333543,drpepper,5466.048
ZPL303518P,48.0841293,-122.173,coke,0
ZPL303519K,30.387636,-86.4343298,drpepper,4265.931
ZPL303520M,36.2405868,-115.116459,coke,0
ZPL303521H,48.7892822,-122.512909,fanta,2296.841
ZPL303522C,33.9764147,-117.4592333,drpepper,6470.864
ZPL3035237,33.889927,-84.7479989,drpepper,6017.365
ZPL3035242,36.1588941,-115.3122252,drpepper,4703.775
ZPL303525X,47.7031468,-122.3257291,fanta,2670.717
ZPL303527N,33.9459,-83.4105,coke,0
ZPL303530F,28.662969,-81.385137,fanta,2863.809
ZPL303531A,32.338079,-111.043845,drpepper,4293.512
ZPL3035325,47.6234499,-122.1328125,dietcoke,3473.796
ZPL3035330,44.9398206,-93.1873971,dietcoke,4879.122
ZPL303535Q,37.6560326,-121.8990865,coke,0
ZPL303536L,33.6795142,-117.8614008,dietcoke,4746.83
ZPL303537G,33.247109,-84.2639637,drpepper,4130.907
ZPL303538B,33.9388986,-117.2618895,fanta,1870.42
ZPL3035408,29.8506212,-95.7187027,fanta,3415.694
ZPL3035413,34.0898768,-81.1725577,drpepper,6994.377
ZPL303543T,33.567876,-84.538755,fanta,3995.45
ZPL303545J,34.941753,-82.256471,coke,0
ZPL3035479,37.5765898,-122.3467181,fanta,1800.915
ZPL303549Z,37.7749295,-122.4194155,dietcoke,3841.219
ZPL3035501,33.2015501,-117.2443401,coke,0
ZPL303551W,34.7050172,-82.2567304,drpepper,4768.624
ZPL303552R,34.860344,-82.2633176,drpepper,3527.858
ZPL303553M,32.4311893,-87.0306888,fanta,4219.596
ZPL303554H,47.8631095,-122.2829575,coke,0
ZPL3035567,28.8188537,-81.8875,coke,0
ZPL303558X,34.68454,-82.83772,drpepper,3539.975
ZPL303562K,34.086912,-84.528611,drpepper,4562.575
ZPL303563F,30.3648264,-87.1695877,coke,0
ZPL303564A,32.9535866,-96.8886062,fanta,4636.322
ZPL303569L,47.7264798,-122.3449784,coke,0
ZPL303570N,32.801925,-80.0195789,fanta,2711.924
ZPL303572D,28.487421,-81.429291,fanta,2601.156
ZPL3035738,34.1062939,-84.269458,coke,0
ZPL3035743,33.7489954,-84.3879824,coke,0
ZPL303575Y,25.7912483,-80.3672179,fanta,2785.213
ZPL303576T,32.339682,-86.225485,fanta,4201.611
ZPL303578J,33.7746586,-117.8529317,fanta,2315.897
ZPL303581B,29.660083,-82.425548,fanta,3810.692
ZPL3035826,28.0970671,-82.6943198,coke,0
ZPL3035831,32.2637029,-110.943189,drpepper,5284.382
ZPL303585R,28.627101,-81.318725,coke,0
ZPL303586M,28.1242844,-80.6717324,coke,0
ZPL303587H,45.5194,-123.094796,coke,0
ZPL3035909,48.151355,-122.192365,fanta,2444.701
ZPL303592Z,35.8813497,-84.1577047,dietcoke,3577.707
ZPL303594P,33.4238154,-111.9403088,coke,0
ZPL3035990,47.7728305,-117.4031507,dietcoke,4423.33
ZPL303600N,47.7728305,-117.4031507,dietcoke,5369.568
ZPL303602D,26.1748936,-98.1863432,drpepper,12443.653
ZPL3036043,30.1005336,-81.7824613,drpepper,4167.972
ZPL303605Y,47.744416,-117.406032,coke,0
ZPL303608J,32.9048994,-85.8981429,drpepper,4300.643
ZPL303609E,33.445701,-84.323145,coke,0
ZPL303611B,36.061921,-80.30829,drpepper,5488.123
ZPL3036126,36.0674772,-95.8865095,drpepper,6256.633
ZPL3036131,33.5025088,-111.9290233,dietcoke,3578.927
ZPL303615R,26.1902364,-97.7135794,drpepper,11318.734
ZPL303616M,27.925008,-82.506471,coke,0
ZPL303617H,28.0664134,-82.5052398,coke,0
ZPL3036197,28.1917801,-82.4359662,drpepper,6197.28
ZPL3036209,41.8127383,-72.556199,fanta,2767.421
ZPL3036214,30.7266898,-85.185527,drpepper,5435.37
ZPL303625K,33.994226,-81.2302349,drpepper,7709.334
ZPL303626F,34.0836534,-118.3449634,coke,0
ZPL3036285,28.0003942,-81.9792164,coke,0
ZPL3036290,30.0631654,-81.873462,drpepper,4629.234
ZPL303635D,47.7901809,-122.365741,coke,0
ZPL3036373,42.548905,-70.941648,dietcoke,3816.881
ZPL303638Y,48.151355,-122.192365,fanta,2180.671
ZPL303639T,28.5389711,-81.2761717,coke,0
ZPL303641Q,38.9011187,-77.0322246,fanta,2965.783
ZPL303642L,42.4797787,-71.0217785,fanta,2920.99
ZPL3036456,34.035456,-84.56996,drpepper,4562.35
ZPL303648R,26.1896928,-98.1282875,drpepper,19721.814
ZPL303649M,29.552821,-81.235584,dietcoke,3477.444
ZPL303651J,29.798093,-82.50224,fanta,2393.616
ZPL303652E,33.6096295,-78.9842918,coke,0
ZPL3036544,33.939608,-83.385943,coke,0
ZPL303657P,28.0086365,-81.7311267,drpepper,4771.319
ZPL303658K,31.6091116,-84.2109254,drpepper,3646.21
ZPL303659F,34.0167455,-80.987945,drpepper,4910.792
ZPL303661C,33.9835714,-81.0954326,drpepper,4984.904
ZPL3036627,25.9442503,-97.4295163,drpepper,10391.204
ZPL3036632,34.824196,-82.394359,coke,0
ZPL303664X,33.526393,-82.120293,drpepper,6771.669
ZPL303666N,36.0919465,-80.2810964,drpepper,5022.395
ZPL303668D,35.175634,-80.877821,fanta,2246.672
ZPL3036698,30.602896,-87.141846,coke,0
ZPL303670A,28.3703031,-81.427181,coke,0
ZPL3036715,33.850314,-84.205433,coke,0
ZPL3036720,32.4803195,-84.9434176,fanta,1774.825
ZPL303674Q,26.2565648,-80.2519013,coke,0
ZPL303676G,28.1833738,-82.3534577,drpepper,3584.608
ZPL303677B,36.092584,-79.814022,fanta,2648.549
ZPL3036786,30.3887218,-87.0670063,coke,0
ZPL3036791,28.0545712,-82.4291513,drpepper,3773.475
ZPL3036803,35.451301,-82.526357,drpepper,5983.344
ZPL303681Y,27.3378838,-82.4574458,drpepper,3655.567
ZPL303682T,32.53998,-84.953988,drpepper,4563.095
ZPL3036874,35.9140401,-78.7788575,fanta,3626.718
ZPL303688Z,44.860638,-93.484707,coke,0
ZPL303690W,43.10572,-77.542745,dietcoke,4738.133
ZPL303691R,40.6266537,-73.7365612,fanta,6243.791
ZPL303693H,47.137735,-122.2924064,fanta,1777.921
ZPL303694C,36.2388959,-115.178787,fanta,4256.857
ZPL3036957,33.45048,-111.681263,drpepper,6892.159
ZPL3036962,37.4320486,-122.2016,fanta,2957.652
ZPL303697X,47.6732255,-116.7815741,coke,0
ZPL303700A,32.7423091,-117.0471826,fanta,3119.166
ZPL3037020,45.5173473,-122.905843,coke,0
ZPL303704Q,35.412794,-119.061834,coke,0
ZPL303705L,34.0129562,-117.3393709,drpepper,4489.57
ZPL303706G,41.3032203,-73.2536174,coke,0
ZPL3037086,39.7049342,-105.0806109,drpepper,6015.461
ZPL3037103,38.9061164,-77.2594839,fanta,5976.987
ZPL303711Y,39.7103254,-86.3773226,dietcoke,5184.895
ZPL303712T,42.876064,-77.255066,coke,0
ZPL303715E,40.0366862,-85.9936944,dietcoke,5399.796
ZPL3037169,41.3032203,-73.2536174,fanta,1779.724
ZPL303718Z,45.028636,-93.4555507,coke,0
ZPL303720W,42.876064,-77.255066,coke,0
ZPL303721R,41.8304519,-88.1082053,dietcoke,3989.238
ZPL303722M,34.043323,-84.33272,coke,0
ZPL303724C,28.0355594,-80.6661333,drpepper,5763.477
ZPL3037257,39.7170296,-105.1287058,dietcoke,3535.507
ZPL3037262,35.9512748,-78.9939892,fanta,3584.869
ZPL303727X,29.2143449,-82.1443856,drpepper,4855.329
ZPL303729N,37.7113395,-120.9566134,drpepper,5863.923
ZPL303730P,35.568403,-82.544477,drpepper,4771.837
ZPL303732F,37.689421,-121.0334486,fanta,3518.472
ZPL3037350,29.625244,-82.373698,fanta,2538.992
ZPL303738L,34.065798,-117.273576,coke,0
ZPL303739G,30.2115813,-97.7133599,fanta,4679.121
ZPL303741D,33.3198569,-111.897346,drpepper,7942.4
ZPL3037428,33.5018528,-111.9277622,coke,0
ZPL303745T,34.065798,-117.273576,coke,0
ZPL303747J,33.2547314,-111.6335044,drpepper,7589.082
ZPL303748E,29.20981,-82.068467,drpepper,3689.167
ZPL3037499,30.2741816,-97.6978204,fanta,3162.045
ZPL303750B,30.228315,-97.786564,fanta,2054.046
ZPL3037516,30.098601,-97.274772,drpepper,6378.445
ZPL303754R,29.855816,-97.953183,drpepper,9370.506
ZPL303755M,31.0921608,-97.7324541,drpepper,6370.555
ZPL303756H,30.2313674,-97.7341319,fanta,4991.754
ZPL303757C,30.231323,-97.8643309,drpepper,4092.402
ZPL3037592,36.052255,-115.1719424,fanta,2572.678
ZPL303761Z,30.329131,-97.71526,fanta,4884.414
ZPL303763P,30.0878558,-97.8198582,fanta,2174.737
ZPL303764K,30.6204062,-97.6908651,drpepper,6549.102
ZPL303765F,40.7672029,-111.8870733,dietcoke,3505.43
ZPL303766A,33.3052327,-111.9000158,coke,0
ZPL3037675,30.3291765,-97.6583482,fanta,2282.435
ZPL3037680,30.4352008,-97.7670755,drpepper,7052.189
ZPL303770X,30.3578767,-97.6866223,fanta,4384.279
ZPL303774D,44.8073846,-91.4717647,dietcoke,3990.484
ZPL3037758,30.440302,-97.666772,fanta,2882.875
ZPL3037763,30.2643103,-82.1227133,drpepper,3515.482
ZPL303778T,36.0427627,-95.8860579,coke,0
ZPL303780Q,33.1122889,-117.102925,coke,0
ZPL303781L,38.000519,-121.288818,sprite,9432.017
ZPL303783B,33.3052327,-111.9000158,coke,0
ZPL3037846,30.014414,-97.8650378,drpepper,4437.775
ZPL3037851,30.355579,-97.703265,fanta,4780.248
ZPL303786W,32.622099,-85.4096269,drpepper,7628.314
ZPL303787R,29.652714,-82.3810598,fanta,2532.405
ZPL303789H,32.606958,-85.4825369,drpepper,5766.234
ZPL303790J,29.8851321,-97.9406476,drpepper,5351.282
ZPL303791E,30.4824814,-97.7425744,fanta,1925.071
ZPL3037929,30.517549,-97.668086,fanta,2038.154
ZPL3037934,30.6329603,-97.6829156,drpepper,4533.678
ZPL303794Z,26.2415306,-81.769208,coke,0
ZPL303796P,39.4677588,-76.3086861,coke,0
ZPL303797K,38.2386094,-85.7206556,coke,0
ZPL303798F,41.6031447,-87.7940509,coke,0
ZPL303799A,41.5437243,-96.1258495,drpepper,4627.397
ZPL303800X,40.2476299,-74.6862889,coke,0
ZPL303802N,38.7817032,-77.5114061,fanta,2209.935
ZPL303804D,36.6313858,-95.1373765,drpepper,7553.876
ZPL3038058,44.6280273,-70.1570009,dietcoke,3954.81
ZPL303807Y,38.3715335,-85.1796276,coke,0
ZPL303808T,42.1499317,-71.5011734,coke,0
ZPL303810Q,40.0404448,-75.54214,coke,0
ZPL303811L,40.8159863,-73.4106498,fanta,2438.212
ZPL303812G,40.7672029,-111.8870733,coke,0
ZPL303813B,40.8418769,-73.292408,coke,0
ZPL3038146,39.4677588,-76.3086861,coke,0
ZPL3038151,42.3471457,-71.0882433,coke,0
ZPL303816W,40.7618965,-74.30336,coke,0
ZPL303817R,40.7672029,-111.8870733,coke,0
ZPL303819H,42.1499317,-71.5011734,coke,0
ZPL303820J,36.052255,-115.1719424,fanta,2170.541
ZPL3038229,38.7484358,-77.0831377,fanta,3838.741
ZPL303824Z,37.9844615,-84.5277998,fanta,2528.981
ZPL303826P,26.2415306,-81.769208,coke,0
ZPL303827K,39.4677588,-76.3086861,coke,0
ZPL303828F,41.6031447,-87.7940509,coke,0
ZPL303829A,43.047052,-76.065633,fanta,4466.11
ZPL303830C,39.293492,-84.3103207,dietcoke,3437.594
ZPL3038317,41.0102226,-95.9076647,drpepper,5785.507
ZPL3038322,47.1653355,-122.5106827,fanta,3301.667
ZPL303833X,42.2997724,-71.3893941,coke,0
ZPL303837D,38.8354823,-76.9436047,fanta,5042.942
ZPL3038388,40.8114841,-96.6256108,dietcoke,4714.299
ZPL3038393,33.745324,-117.8191235,dietcoke,8008.726
ZPL3038405,47.1653355,-122.5106827,sprite,4553.646
ZPL3038410,43.10572,-77.542745,coke,0
ZPL303843Q,39.7637226,-86.332874,dietcoke,3999.68
ZPL303844L,33.465504,-112.08241,coke,0
ZPL303845G,35.75465,-78.6126302,fanta,3042.771
ZPL303846B,37.8806341,-84.5729961,dietcoke,4053.743
ZPL3038476,47.716169,-117.422369,coke,0
ZPL3038481,34.21162,-77.888145,drpepper,5209.552
ZPL303849W,33.1122889,-117.102925,coke,0
ZPL303850Y,47.6703564,-117.41074,fanta,2089.101
ZPL303851T,33.941374,-83.467405,fanta,3094.549
ZPL303853J,28.026264,-82.561981,coke,0
ZPL303854E,27.97787,-81.652982,fanta,1874.018
ZPL303857Z,41.722921,-85.974242,drpepper,3660.247
ZPL303860R,41.674596,-86.00296,coke,0
ZPL303861M,39.9122358,-86.221066,dietcoke,3452.459
ZPL303862H,30.851527,-83.946096,drpepper,3517.483
ZPL303863C,28.551973,-81.5066046,coke,0
ZPL3038647,30.428308,-84.22122,coke,0
ZPL3038652,33.9171171,-84.5638404,fanta,2515.525
ZPL303866X,32.607056,-85.484288,coke,0
ZPL303868N,33.038539,-80.158485,drpepper,7447.083
ZPL303870K,28.592003,-81.3069932,drpepper,4735.076
ZPL303871F,36.055931,-79.887419,fanta,2306.84
ZPL3038735,41.7066845,-72.8786583,fanta,2907.381
ZPL3038740,41.6484219,-85.938294,fanta,1880.302
ZPL303876Q,41.810919,-72.853218,fanta,2264.983
ZPL303878G,41.810919,-72.853218,coke,0
ZPL303880D,41.7066845,-72.8786583,fanta,2367.322
ZPL3038818,43.2261359,-77.6602769,coke,0
ZPL3038823,43.2261359,-77.6602769,coke,0
ZPL303883Y,41.774251,-86.250106,coke,0
ZPL303884T,40.1457975,-82.9599507,dietcoke,4316.084
ZPL303887E,40.0998826,-83.0905428,dietcoke,6073.169
ZPL3038894,40.43162,-74.5159111,fanta,2378.629
ZPL3038906,45.010593,-93.023605,drpepper,4138.178
ZPL3038911,39.2293047,-84.3747614,coke,0
ZPL303892W,33.9264872,-84.3790861,coke,0
ZPL303893R,32.539679,-84.96909,coke,0
ZPL303896C,41.813963,-86.248712,drpepper,3609.259
ZPL3038977,33.4700059,-84.1165625,drpepper,4519.858
ZPL3038982,39.6527541,-86.1382249,dietcoke,5536.292
ZPL303899X,35.7646972,139.8519306,coke,0
ZPL3039035,35.5512951,139.7886936,coke,0
ZPL3039040,35.6653102,139.7033478,coke,0
ZPL303906Q,35.6605556,139.7291667,coke,0
ZPL303907L,35.6102126,139.7489265,coke,0
ZPL303909B,40.747895,-73.992514,fanta,2079.6
ZPL3039118,39.9570813,-85.9950145,dietcoke,4632.766
ZPL3039123,41.7995236,-87.5899821,fanta,2036.659
ZPL303913Y,44.925083,-92.956108,fanta,2850.2
ZPL303914T,45.0316076,-93.017921,fanta,3961.649
ZPL303916J,44.5448761,-69.6761003,coke,0
ZPL303917E,41.7995236,-87.5899821,fanta,1748.389
ZPL3039189,44.7833323,-69.7279691,coke,0
ZPL3039194,44.925083,-92.956108,fanta,2491.821
ZPL3039206,40.747895,-73.992514,coke,0
ZPL303922W,30.40307,-86.8792766,drpepper,4440.229
ZPL303923R,38.8115986,-94.9093745,drpepper,5055.777
ZPL303924M,45.0316076,-93.017921,fanta,3781.622
ZPL303925H,32.803201,-79.890786,dietcoke,4669.638
ZPL303926C,32.785524,-79.936513,drpepper,5861.951
ZPL3039277,35.2573343,-81.1113029,drpepper,5966.986
ZPL3039282,32.9459946,-80.0387317,fanta,3471.226
ZPL303929X,28.0040807,-81.7231298,coke,0
ZPL303930Z,44.5574029,-69.628883,coke,0
ZPL303932P,35.8270014,-78.7708694,dietcoke,4772.521
ZPL303933K,27.916114,-82.761953,coke,0
ZPL303934F,28.256376,-81.317836,coke,0
ZPL303935A,34.543283,-82.66917,drpepper,6154.1
ZPL3039365,35.4824835,-82.5375693,drpepper,4096.396
ZPL3039370,28.0040807,-81.7231298,coke,0
ZPL303939Q,28.569937,-81.229925,coke,0
ZPL303941N,34.206901,-82.187321,drpepper,4371.798
ZPL303943D,28.6474347,-81.2755251,coke,0
ZPL3039448,42.1483457,-71.4863796,fanta,2477.395
ZPL3039453,26.892167,-80.1027229,coke,0
ZPL303949J,34.160932,-84.174605,drpepper,4468.312
ZPL303950L,34.0728431,-83.984803,drpepper,4035.225
ZPL303951G,30.4163686,-86.6072493,coke,0
ZPL3039541,33.9882491,-84.0885417,drpepper,3472.338
ZPL303955W,33.987507,-83.7167039,drpepper,3754.466
ZPL303956R,30.3815215,-91.0963077,dietcoke,4532.594
ZPL303957M,33.4754441,-81.9888663,fanta,1943.962
ZPL303958H,29.2738772,-81.0828243,coke,0
ZPL303959C,26.1125789,-97.6137305,drpepper,10615.222
ZPL303960E,33.555877,-85.072047,drpepper,5229.003
ZPL3039619,34.294291,-83.849372,drpepper,4120.243
ZPL3039624,34.932783,-81.989058,drpepper,3917.889
ZPL303965P,34.0204436,-84.2724732,coke,0
ZPL303966K,28.3286389,-80.7206494,coke,0
ZPL303968A,34.4661509,-85.7002854,drpepper,7381.752
ZPL3039695,33.5075356,-82.1391452,coke,0
ZPL3039712,33.952052,-84.241299,fanta,1801.969
ZPL303972X,28.9575503,-81.9625796,coke,0
ZPL303974N,27.494726,-82.60084,drpepper,4113.767
ZPL303976D,39.5951201,-104.8909251,coke,0
ZPL3039778,27.9965919,-82.5775581,drpepper,3513.593
ZPL3039783,33.9226293,-84.017096,coke,0
ZPL303979Y,33.4724715,-82.127313,fanta,2081.019
ZPL3039800,29.17738,-81.0057099,coke,0
ZPL303984G,27.817148,-82.638125,coke,0
ZPL303985B,30.1976637,-92.0735905,fanta,2756.901
ZPL3039871,34.2606013,-85.1732549,drpepper,3701.81
ZPL303989R,34.8661922,-82.3475613,coke,0
ZPL303990T,38.314671,-85.898465,coke,0
ZPL303992J,35.043987,-81.98034,drpepper,3520.084
ZPL303993E,33.8552946,-84.2098387,fanta,1781.609
ZPL3039949,28.4500677,-81.4016599,coke,0
ZPL3039954,40.7787245,-74.1760445,fanta,3909.801
ZPL303998P,30.661139,-88.1954912,drpepper,3557.382
ZPL303999K,41.3317952,-72.9739578,fanta,1741.659
ZPL3040017,47.65736,-117.317316,coke,0
ZPL3040022,40.712029,-73.429526,coke,0
ZPL304003X,40.282251,-76.881077,fanta,2263.74
ZPL304005N,41.997301,-87.958776,fanta,2667.158
ZPL304006I,41.6808679,-72.9461109,fanta,1798.404
ZPL3040088,40.712029,-73.429526,fanta,2450.472
ZPL304014L,41.6955528,-72.9093399,coke,0
ZPL304015G,40.7062674,-73.2653092,fanta,2072.69
ZPL304016B,45.5277247,-122.412434,coke,0
ZPL3040176,36.052118,-83.991832,coke,0
ZPL3040181,42.2554519,-71.7993654,fanta,2417.637
ZPL304019W,34.77592,-82.3166925,drpepper,3561.374
ZPL304020Y,35.9463672,-84.161282,drpepper,4081.492
ZPL304021T,42.2554519,-71.7993654,fanta,2509.999
ZPL304023J,30.5958469,-88.1647874,drpepper,3823.41
ZPL304024E,38.8776872,-77.0179904,coke,0
ZPL3040259,36.0089741,-84.019886,drpepper,5010.027
ZPL3040264,30.3848439,-87.6875548,coke,0
ZPL304029P,42.915566,-83.622486,coke,0
ZPL304030R,41.264058,-73.135034,dietcoke,3482.822
ZPL304031M,38.8540051,-94.780356,coke,0
ZPL304032H,38.9999807,-94.272998,coke,0
ZPL304033C,28.2926424,-82.6757506,drpepper,3823.229
ZPL3040347,38.9441205,-94.6080548,coke,0
ZPL3040352,38.9305927,-77.0325488,fanta,2746.721
ZPL304036X,38.9388689,-94.7982229,coke,0
ZPL304038N,38.9305927,-77.0325488,fanta,1861.277
ZPL304040K,38.8776872,-77.0179904,fanta,2070.621
ZPL304041F,42.6979213,-83.3067578,coke,0
ZPL304042A,39.013495,-94.59087,coke,0
ZPL3040435,27.089132,-82.430301,drpepper,4199.111
ZPL3040440,28.019006,-82.761823,coke,0
ZPL304046Q,42.6979213,-83.3067578,coke,0
ZPL304047L,38.8915593,-94.795212,coke,0
ZPL304048G,35.160961,-84.882417,drpepper,3569.213
ZPL304049B,28.624474,-81.364257,coke,0
ZPL304050D,41.264058,-73.135034,coke,0
ZPL3040518,35.9044607,-78.9356763,dietcoke,5993.706
ZPL304053Y,36.9431333,-76.3099396,drpepper,8271.673
ZPL304054T,35.9000043,-84.1588852,drpepper,4069.852
ZPL304056J,30.530618,-87.225012,coke,0
ZPL304057E,33.4639508,-86.8203304,coke,0
ZPL3040589,42.7112049,-73.8161888,fanta,2621.497
ZPL3040594,28.1741664,-80.6738457,coke,0
ZPL3040606,30.5070472,-84.2484829,coke,0
ZPL3040611,33.9671331,-84.0224085,coke,0
ZPL304062W,30.4938859,-87.1909207,coke,0
ZPL304063R,34.9055177,-82.0989846,drpepper,3974.014
ZPL304064M,34.8233248,-82.5820504,drpepper,5278.88
ZPL304065H,28.0787343,-80.6586811,coke,0
ZPL304066C,29.7841232,-95.5232739,drpepper,5886.713
ZPL3040677,37.5027316,-77.6092141,coke,0
ZPL3040682,30.44939,-84.30615,drpepper,3662.35
ZPL304069X,30.5603687,-84.2180941,drpepper,3615.458
ZPL304072P,37.126602,-76.512092,coke,0
ZPL304074F,26.2012704,-80.0954032,coke,0
ZPL304075A,28.3569302,-80.6978968,drpepper,3563.615
ZPL304079Q,33.994284,-81.0305957,drpepper,3878.983
ZPL304081N,34.0680085,-81.1625228,coke,0
ZPL304083D,34.016874,-80.994283,coke,0
ZPL3040853,28.6695805,-81.4490747,coke,0
ZPL304086Y,27.461148,-82.568624,drpepper,3830.99
ZPL304089J,43.03319,-76.0532604,dietcoke,4071.949
ZPL304090L,28.8005619,-81.3327859,drpepper,3699.642
ZPL304091G,27.9250022,-82.5061838,coke,0
ZPL304092B,30.683015,-88.200149,coke,0
ZPL3040936,38.9123174,-94.7622083,drpepper,6617.317
ZPL3040941,35.929555,-84.036222,drpepper,4607.744
ZPL304095W,38.954818,-94.7610939,drpepper,4104.979
ZPL304096R,39.288258,-94.90468,coke,0
ZPL304098H,29.7493636,-95.5004195,coke,0
ZPL304099C,45.013865,-93.464157,dietcoke,4605.144
ZPL304100Z,44.921595,-93.473681,fanta,2847.949
ZPL304102P,40.720986,-74.288655,coke,0
ZPL304104F,30.518607,-87.885615,coke,0
ZPL304105A,35.9168418,-84.0843881,drpepper,4788.23
ZPL3041065,39.920552,-75.0365264,coke,0
ZPL3041070,36.850444,-76.015908,coke,0
ZPL304111N,42.010548,-87.8282537,coke,0
ZPL304113D,39.920552,-75.0365264,coke,0
ZPL3041148,40.2900344,-80.1134224,coke,0
ZPL304116Y,41.9200186,-87.6625216,coke,0
ZPL304117T,34.086745,-81.184749,coke,0
ZPL304119J,30.478929,-97.832821,drpepper,5511.727
ZPL304121G,28.5132395,-81.3288161,coke,0
ZPL304122B,27.8935971,-82.2688062,drpepper,3686.195
ZPL3041236,39.0093266,-94.4616174,coke,0
ZPL304125W,39.022469,-94.658287,coke,0
ZPL304126R,42.2895135,-71.6725376,coke,0
ZPL304127M,43.03319,-76.0532604,dietcoke,5337.742
ZPL304128H,38.9129981,-94.6728832,coke,0
ZPL304129C,41.3097923,-73.8690817,coke,0
ZPL3041319,38.0682788,-84.5316245,dietcoke,5291.273
ZPL304133Z,38.9290257,-94.7411829,coke,0
ZPL304135P,34.6837145,-82.8375489,drpepper,3684.883
ZPL304136K,41.9079979,-87.8509061,coke,0
ZPL304137F,42.2895135,-71.6725376,dietcoke,3684.162
ZPL304138A,39.053323,-94.612193,coke,0
ZPL3041395,38.9128117,-94.6719185,drpepper,7043.395
ZPL3041407,39.246307,-94.581551,coke,0
ZPL3041412,39.0020251,-94.632306,coke,0
ZPL304142X,39.0038088,-94.2728548,coke,0
ZPL304144N,39.0149326,-94.7395804,coke,0
ZPL304146D,28.546146,-81.727928,drpepper,5130.829
ZPL3041478,34.2113,-82.178948,drpepper,3641.438
ZPL3041483,42.2895135,-71.6725376,coke,0
ZPL3041500,28.2306878,-80.6953754,coke,0
ZPL304152Q,38.4726534,-77.4116791,coke,0
ZPL304153L,41.7963857,-88.2005986,drpepper,4161.074
ZPL304154G,45.0636251,-93.3049375,dietcoke,4331.882
ZPL304155B,38.9639615,-94.6675049,coke,0
ZPL3041566,42.010548,-87.8282537,coke,0
ZPL304158W,33.5627134,-81.7635719,coke,0
ZPL304159R,44.681521,-93.2851746,fanta,3231.429
ZPL304160T,42.0093027,-87.7650486,fanta,3002.004
ZPL304162J,39.257609,-94.655048,drpepper,6466.883
ZPL304163E,42.0093027,-87.7650486,fanta,3113.085
ZPL3041649,41.6021098,-87.6170956,fanta,1954.359
ZPL3041654,42.9709952,-74.1875238,fanta,2436.274
ZPL304166Z,35.720594,-81.155894,coke,0
ZPL304168P,42.238956,-87.9411981,coke,0
ZPL304169K,41.237457,-95.9328689,fanta,3576.506
ZPL304170M,39.6537563,-79.9421554,coke,0
ZPL304171H,43.1236158,-89.312659,dietcoke,6210.782
ZPL304172C,44.8839335,-93.3152351,coke,0
ZPL3041737,41.7186752,-86.1902762,coke,0
ZPL3041742,42.5234904,-71.7393404,fanta,2769.815
